ComplaintID,CustomerID,ComplaintDate,ComplaintCategory,Channel,ComplaintText,SentimentLabel,SentimentScore
COMP01041,CUST69350,2024-09-12,Plans,Call,Customer support was average.,Neutral,-0.01
COMP01042,CUST30867,2025-08-21,Customer Service,Call,The plan offers great value for money.,Positive,0.3
COMP01043,CUST49893,2025-07-13,Coverage,Twitter,The plan is too expensive for the service provided.,Negative,-0.81
COMP01044,CUST65825,2024-08-22,Network,Web,The plan is too expensive for the service provided.,Negative,-0.45
COMP01045,CUST96888,2025-05-01,Billing,Call,Internet speed is very good and stable.,Positive,0.43
COMP01046,CUST96196,2025-02-04,Portability,Email,The plan offers great value for money.,Positive,0.45
COMP01047,CUST70844,2024-12-19,Portability,Email,Internet speed is very good and stable.,Positive,0.7
COMP01048,CUST91162,2025-03-30,Customer Service,Twitter,Internet speed is acceptable.,Neutral,-0.19
COMP01049,CUST52088,2025-02-09,Activation,Email,The plan offers great value for money.,Positive,0.5
COMP01050,CUST30000,2024-08-05,Coverage,Email,"Billing is okay, nothing special.",Neutral,0.16
COMP01051,CUST21809,2025-01-24,Customer Service,Web,The plan offers great value for money.,Positive,0.68
COMP01052,CUST68645,2025-05-19,Activation,Twitter,Activation was smooth and hassle free.,Positive,0.85
COMP01053,CUST36173,2025-02-20,Speed,Web,Internet speed is extremely slow.,Negative,-0.33
COMP01054,CUST81701,2025-01-05,Billing,Web,Plan is okay compared to others.,Neutral,0.15
COMP01055,CUST21113,2024-05-05,Customer Service,App,Calls keep dropping frequently.,Negative,-0.3
COMP01056,CUST55722,2025-02-16,Coverage,Twitter,Internet speed is very good and stable.,Positive,0.46
COMP01057,CUST10809,2025-07-18,Coverage,App,Internet speed is extremely slow.,Negative,-0.56
COMP01058,CUST65348,2024-06-13,Plans,App,"Billing is okay, nothing special.",Neutral,0.0
COMP01059,CUST73720,2024-02-15,Billing,Web,Customer support was average.,Neutral,0.11
COMP01060,CUST89190,2024-09-19,Portability,Web,I am being charged incorrectly every month.,Negative,-0.98
COMP01061,CUST81335,2024-10-18,Plans,Web,The plan is too expensive for the service provided.,Negative,-0.9
COMP01062,CUST53702,2024-03-13,Billing,Call,The network quality has improved a lot recently.,Positive,0.31
COMP01063,CUST35914,2024-11-27,Speed,Call,The network quality has improved a lot recently.,Positive,0.83
COMP01064,CUST23242,2024-09-21,Activation,App,Network works fine but could be better.,Neutral,0.08
COMP01065,CUST20322,2024-08-06,Customer Service,Twitter,Plan is okay compared to others.,Neutral,0.1
COMP01066,CUST44050,2024-07-18,Coverage,Call,Internet speed is acceptable.,Neutral,0.05
COMP01067,CUST85755,2024-09-11,Plans,Web,Plan is okay compared to others.,Neutral,0.09
COMP01068,CUST20865,2024-09-27,Customer Service,Web,Billing was clear and transparent this month.,Positive,0.75
COMP01069,CUST59007,2024-10-11,Network,Call,Activation was smooth and hassle free.,Positive,0.78
COMP01070,CUST52032,2024-04-05,Coverage,Twitter,Plan is okay compared to others.,Neutral,-0.12
COMP01071,CUST73566,2025-04-08,Activation,App,I am satisfied with the service quality.,Positive,0.51
COMP01072,CUST11684,2025-03-14,Customer Service,Call,Internet speed is extremely slow.,Negative,-0.53
COMP01073,CUST40773,2025-01-27,Customer Service,Email,Customer support was average.,Neutral,-0.09
COMP01074,CUST55478,2024-03-24,Plans,App,"Billing is okay, nothing special.",Neutral,0.2
COMP01075,CUST33399,2025-09-15,Plans,Call,Customer support was average.,Neutral,0.14
COMP01076,CUST41545,2025-05-25,Activation,App,I am satisfied with the service quality.,Positive,0.97
COMP01077,CUST27566,2025-05-08,Plans,App,The network quality has improved a lot recently.,Positive,0.95
COMP01078,CUST25273,2024-09-25,Coverage,Email,"Billing is okay, nothing special.",Neutral,0.01
COMP01079,CUST33577,2024-11-06,Billing,Web,I am satisfied with the service quality.,Positive,0.67
COMP01080,CUST48808,2025-01-22,Coverage,Email,Activation was smooth and hassle free.,Positive,0.88
COMP01081,CUST85584,2025-03-20,Coverage,Web,Activation took some time.,Neutral,0.08
COMP01082,CUST74265,2025-03-04,Speed,Twitter,I am satisfied with the service quality.,Positive,0.66
COMP01083,CUST78527,2024-10-10,Customer Service,Email,"Billing is okay, nothing special.",Neutral,0.03
COMP01084,CUST87278,2024-10-01,Speed,Web,Customer support resolved my issue quickly.,Positive,0.35
COMP01085,CUST24070,2025-07-19,Customer Service,Email,Network works fine but could be better.,Neutral,-0.07
COMP01086,CUST89564,2025-05-17,Network,Twitter,Internet speed is acceptable.,Neutral,-0.03
COMP01087,CUST53981,2025-04-22,Plans,App,Internet speed is very good and stable.,Positive,0.46
COMP01088,CUST74134,2024-03-01,Portability,Twitter,I am satisfied with the service quality.,Positive,0.64
COMP01089,CUST65912,2024-09-30,Portability,Email,I am satisfied with the service quality.,Positive,0.35
COMP01090,CUST90907,2024-08-29,Portability,Email,Customer service never responds properly.,Negative,-0.79
COMP01091,CUST44605,2024-01-15,Coverage,Web,The network quality has improved a lot recently.,Positive,0.79
COMP01092,CUST53286,2024-09-18,Customer Service,Email,Billing was clear and transparent this month.,Positive,0.47
COMP01093,CUST30549,2024-02-05,Coverage,Twitter,Activation took some time.,Neutral,-0.15
COMP01094,CUST65975,2025-09-25,Plans,Call,eSIM activation failed multiple times.,Negative,-0.46
COMP01095,CUST75859,2024-07-28,Plans,Call,Internet speed is acceptable.,Neutral,0.13
COMP01096,CUST15960,2025-01-01,Portability,Email,Billing was clear and transparent this month.,Positive,0.62
COMP01097,CUST23750,2024-09-22,Plans,Twitter,Customer support was average.,Neutral,-0.06
COMP01098,CUST27970,2025-08-26,Plans,Email,Network works fine but could be better.,Neutral,-0.17
COMP01099,CUST88511,2024-08-11,Portability,Call,Network works fine but could be better.,Neutral,0.19
COMP01100,CUST80164,2024-07-06,Portability,Web,Customer support resolved my issue quickly.,Positive,0.52
COMP01101,CUST98387,2025-05-31,Customer Service,Twitter,"Billing is okay, nothing special.",Neutral,0.09
COMP01102,CUST73600,2024-11-12,Portability,Web,eSIM activation failed multiple times.,Negative,-0.54
COMP01103,CUST26043,2024-06-06,Plans,Web,I am being charged incorrectly every month.,Negative,-0.95
COMP01104,CUST62027,2025-01-24,Speed,Call,Internet speed is extremely slow.,Negative,-0.52
COMP01105,CUST38956,2024-09-29,Customer Service,Email,eSIM activation failed multiple times.,Negative,-0.4
COMP01106,CUST14259,2025-02-21,Portability,Twitter,Internet speed is very good and stable.,Positive,0.61
COMP01107,CUST73800,2025-09-02,Portability,Web,I am being charged incorrectly every month.,Negative,-0.98
COMP01108,CUST80860,2025-09-13,Coverage,Web,The plan is too expensive for the service provided.,Negative,-0.48
COMP01109,CUST34335,2025-08-26,Plans,App,Activation was smooth and hassle free.,Positive,0.48
COMP01110,CUST34567,2024-12-22,Speed,Call,Activation took some time.,Neutral,-0.05
COMP01111,CUST61817,2024-04-04,Billing,Web,Service is neither good nor bad.,Neutral,0.01
COMP01112,CUST70993,2024-03-25,Network,Call,Network is very poor in my area.,Negative,-0.57
COMP01113,CUST37005,2024-05-04,Customer Service,App,Internet speed is acceptable.,Neutral,-0.04
COMP01114,CUST51742,2025-09-19,Activation,App,Customer support was average.,Neutral,0.03
COMP01115,CUST39162,2025-02-11,Customer Service,Web,Activation took some time.,Neutral,-0.07
COMP01116,CUST19364,2024-10-05,Network,App,Plan is okay compared to others.,Neutral,-0.19
COMP01117,CUST68223,2024-02-01,Portability,Email,Plan is okay compared to others.,Neutral,-0.02
COMP01118,CUST72189,2025-04-03,Customer Service,Email,Customer support was average.,Neutral,0.14
COMP01119,CUST62528,2025-07-29,Portability,Twitter,Calls keep dropping frequently.,Negative,-0.78
COMP01120,CUST93515,2024-07-27,Network,Call,Calls keep dropping frequently.,Negative,-0.38
COMP01121,CUST99125,2025-06-29,Customer Service,Web,The network quality has improved a lot recently.,Positive,0.87
COMP01122,CUST33634,2024-01-09,Speed,Twitter,Customer service never responds properly.,Negative,-0.74
COMP01123,CUST74405,2025-03-29,Plans,App,Activation was smooth and hassle free.,Positive,0.7
COMP01124,CUST10524,2024-12-17,Network,Email,Internet speed is very good and stable.,Positive,0.87
COMP01125,CUST92086,2025-09-16,Network,Twitter,Customer support resolved my issue quickly.,Positive,0.87
COMP01126,CUST14812,2025-10-01,Billing,Twitter,Internet speed is extremely slow.,Negative,-0.31
COMP01127,CUST98034,2025-06-21,Plans,Email,Network is very poor in my area.,Negative,-0.42
COMP01128,CUST43611,2024-11-02,Network,Web,Network works fine but could be better.,Neutral,0.12
COMP01129,CUST40634,2024-11-24,Portability,Web,Network is very poor in my area.,Negative,-0.88
COMP01130,CUST90896,2024-05-01,Plans,Web,Service is neither good nor bad.,Neutral,0.06
COMP01131,CUST12164,2024-12-18,Billing,Twitter,Customer service never responds properly.,Negative,-0.4
COMP01132,CUST13942,2024-11-21,Customer Service,Twitter,eSIM activation failed multiple times.,Negative,-0.85
COMP01133,CUST39686,2024-02-23,Billing,Web,Internet speed is extremely slow.,Negative,-0.63
COMP01134,CUST97829,2024-04-14,Speed,Twitter,Billing was clear and transparent this month.,Positive,0.33
COMP01135,CUST21295,2025-04-01,Coverage,Call,I am being charged incorrectly every month.,Negative,-0.54
COMP01136,CUST82600,2025-03-30,Speed,App,I am satisfied with the service quality.,Positive,0.32
COMP01137,CUST17111,2024-12-18,Plans,Web,Network works fine but could be better.,Neutral,0.04
COMP01138,CUST33670,2024-01-01,Network,Twitter,Activation took some time.,Neutral,0.15
COMP01139,CUST31088,2025-05-13,Portability,Twitter,Internet speed is acceptable.,Neutral,-0.08
COMP01140,CUST32973,2025-01-28,Activation,Email,Internet speed is acceptable.,Neutral,0.03
COMP01141,CUST15215,2024-11-08,Customer Service,App,Internet speed is acceptable.,Neutral,0.17
COMP01142,CUST45520,2024-03-16,Plans,Call,Customer service never responds properly.,Negative,-0.32
COMP01143,CUST52800,2025-07-15,Coverage,Web,Plan is okay compared to others.,Neutral,0.08
COMP01144,CUST45508,2025-03-16,Customer Service,Call,Internet speed is extremely slow.,Negative,-0.48
COMP01145,CUST62605,2024-12-02,Speed,Twitter,"Billing is okay, nothing special.",Neutral,0.03
COMP01146,CUST44801,2025-08-29,Plans,Email,Activation took some time.,Neutral,0.14
COMP01147,CUST46670,2024-05-23,Billing,Email,Network works fine but could be better.,Neutral,-0.05
COMP01148,CUST72174,2024-06-29,Billing,Twitter,The plan offers great value for money.,Positive,0.64
COMP01149,CUST46395,2025-01-04,Billing,App,Network works fine but could be better.,Neutral,0.14
COMP01150,CUST27025,2025-02-06,Portability,Call,Network works fine but could be better.,Neutral,0.11
COMP01151,CUST36032,2024-11-26,Activation,Twitter,Network works fine but could be better.,Neutral,0.12
COMP01152,CUST67200,2024-05-27,Plans,App,Activation was smooth and hassle free.,Positive,0.74
COMP01153,CUST94082,2024-05-11,Activation,Twitter,The plan offers great value for money.,Positive,0.75
COMP01154,CUST89470,2024-04-26,Coverage,Web,Service is neither good nor bad.,Neutral,0.15
COMP01155,CUST48568,2025-07-10,Plans,Web,Network is very poor in my area.,Negative,-0.77
COMP01156,CUST93682,2024-07-09,Activation,Twitter,I am being charged incorrectly every month.,Negative,-0.42
COMP01157,CUST13927,2024-07-08,Portability,Twitter,Service is neither good nor bad.,Neutral,0.13
COMP01158,CUST92534,2024-11-24,Plans,Email,Plan is okay compared to others.,Neutral,0.14
COMP01159,CUST45297,2024-10-03,Customer Service,Web,Internet speed is very good and stable.,Positive,0.7
COMP01160,CUST87000,2024-10-20,Network,Web,The network quality has improved a lot recently.,Positive,0.7
COMP01161,CUST74280,2024-10-20,Network,App,Service is neither good nor bad.,Neutral,-0.1
COMP01162,CUST23585,2025-01-18,Portability,Email,I am satisfied with the service quality.,Positive,0.3
COMP01163,CUST37146,2025-08-19,Activation,App,The plan is too expensive for the service provided.,Negative,-0.49
COMP01164,CUST71738,2025-07-04,Activation,Email,Internet speed is extremely slow.,Negative,-0.58
COMP01165,CUST45540,2025-01-01,Portability,Email,Activation was smooth and hassle free.,Positive,0.63
COMP01166,CUST48531,2025-01-23,Coverage,Web,Plan is okay compared to others.,Neutral,-0.09
COMP01167,CUST89618,2025-05-02,Speed,Call,"Billing is okay, nothing special.",Neutral,0.02
COMP01168,CUST22187,2025-09-03,Plans,App,Billing was clear and transparent this month.,Positive,0.71
COMP01169,CUST10167,2024-01-23,Coverage,Email,eSIM activation failed multiple times.,Negative,-0.89
COMP01170,CUST71382,2025-05-16,Coverage,Web,Internet speed is acceptable.,Neutral,0.09
COMP01171,CUST40146,2025-08-24,Portability,Call,Activation was smooth and hassle free.,Positive,0.94
COMP01172,CUST79930,2024-11-22,Billing,Web,Internet speed is acceptable.,Neutral,-0.1
COMP01173,CUST27107,2024-02-23,Network,Call,eSIM activation failed multiple times.,Negative,-0.9
COMP01174,CUST96220,2024-08-16,Customer Service,Call,I am being charged incorrectly every month.,Negative,-0.71
COMP01175,CUST47916,2024-12-22,Network,Web,Activation took some time.,Neutral,0.19
COMP01176,CUST84425,2025-01-14,Plans,Web,The plan offers great value for money.,Positive,0.4
COMP01177,CUST67414,2024-12-01,Plans,Twitter,Calls keep dropping frequently.,Negative,-0.84
COMP01178,CUST69685,2025-05-05,Portability,Web,Service is neither good nor bad.,Neutral,0.04
COMP01179,CUST56682,2025-03-30,Plans,Email,Billing was clear and transparent this month.,Positive,0.67
COMP01180,CUST30048,2025-03-05,Speed,Web,Network is very poor in my area.,Negative,-0.74
COMP01181,CUST44790,2025-05-10,Billing,Web,Internet speed is extremely slow.,Negative,-0.88
COMP01182,CUST82811,2024-08-11,Activation,App,The plan offers great value for money.,Positive,0.73
COMP01183,CUST17887,2024-12-22,Plans,Call,Customer support was average.,Neutral,-0.16
COMP01184,CUST31930,2024-03-20,Speed,Call,"Billing is okay, nothing special.",Neutral,0.04
COMP01185,CUST90796,2024-04-01,Portability,Twitter,Billing was clear and transparent this month.,Positive,0.43
COMP01186,CUST42991,2024-04-18,Activation,Web,Service is neither good nor bad.,Neutral,0.04
COMP01187,CUST67301,2024-04-07,Plans,Email,Activation was smooth and hassle free.,Positive,0.69
COMP01188,CUST18159,2025-07-15,Network,Call,Plan is okay compared to others.,Neutral,0.04
COMP01189,CUST27727,2024-12-17,Customer Service,App,I am being charged incorrectly every month.,Negative,-0.75
COMP01190,CUST67041,2025-09-06,Customer Service,App,Calls keep dropping frequently.,Negative,-0.85
COMP01191,CUST42538,2025-06-08,Billing,App,Customer support was average.,Neutral,-0.0
COMP01192,CUST74974,2024-12-18,Coverage,Web,I am being charged incorrectly every month.,Negative,-0.43
COMP01193,CUST14702,2024-08-11,Coverage,App,The plan is too expensive for the service provided.,Negative,-0.83
COMP01194,CUST41981,2025-01-15,Billing,App,I am satisfied with the service quality.,Positive,0.79
COMP01195,CUST75863,2025-05-17,Billing,Twitter,Network is very poor in my area.,Negative,-0.35
COMP01196,CUST65352,2025-05-25,Customer Service,Email,Activation was smooth and hassle free.,Positive,0.87
COMP01197,CUST32401,2025-09-19,Network,Call,Internet speed is acceptable.,Neutral,-0.06
COMP01198,CUST22332,2024-10-13,Activation,App,eSIM activation failed multiple times.,Negative,-0.34
COMP01199,CUST28605,2025-06-28,Coverage,Email,Calls keep dropping frequently.,Negative,-0.88
COMP01200,CUST30961,2024-01-31,Billing,App,Service is neither good nor bad.,Neutral,0.09
COMP01201,CUST73823,2025-06-04,Activation,App,eSIM activation failed multiple times.,Negative,-0.98
COMP01202,CUST43315,2024-08-31,Speed,Email,The plan offers great value for money.,Positive,0.36
COMP01203,CUST70629,2024-02-10,Portability,Email,Activation took some time.,Neutral,0.14
COMP01204,CUST24730,2025-04-13,Plans,Email,Network is very poor in my area.,Negative,-0.84
COMP01205,CUST58466,2025-05-26,Speed,App,Activation was smooth and hassle free.,Positive,0.96
COMP01206,CUST31942,2024-09-30,Plans,Twitter,The plan is too expensive for the service provided.,Negative,-0.96
COMP01207,CUST89831,2025-05-25,Coverage,Call,I am being charged incorrectly every month.,Negative,-0.94
COMP01208,CUST10493,2025-04-10,Activation,Web,Internet speed is very good and stable.,Positive,0.84
COMP01209,CUST38331,2024-04-25,Coverage,App,Calls keep dropping frequently.,Negative,-0.5
COMP01210,CUST90333,2024-11-17,Coverage,Web,"Billing is okay, nothing special.",Neutral,-0.09
COMP01211,CUST47882,2024-05-24,Billing,Call,Customer support resolved my issue quickly.,Positive,0.85
COMP01212,CUST63693,2024-04-21,Billing,Web,I am satisfied with the service quality.,Positive,0.46
COMP01213,CUST56740,2025-01-11,Speed,Email,Internet speed is very good and stable.,Positive,0.58
COMP01214,CUST87339,2024-12-03,Customer Service,Twitter,I am being charged incorrectly every month.,Negative,-0.67
COMP01215,CUST88332,2025-06-19,Activation,Call,Internet speed is extremely slow.,Negative,-0.92
COMP01216,CUST29029,2024-05-02,Speed,Call,Plan is okay compared to others.,Neutral,-0.08
COMP01217,CUST63172,2024-02-27,Speed,App,Internet speed is very good and stable.,Positive,0.54
COMP01218,CUST60717,2024-05-02,Network,App,Customer service never responds properly.,Negative,-0.35
COMP01219,CUST85807,2025-02-20,Speed,App,Calls keep dropping frequently.,Negative,-0.46
COMP01220,CUST78404,2024-10-16,Coverage,App,Customer support was average.,Neutral,-0.19
COMP01221,CUST78072,2024-06-12,Plans,Web,Activation was smooth and hassle free.,Positive,0.45
COMP01222,CUST59172,2025-04-26,Network,Email,Network is very poor in my area.,Negative,-0.73
COMP01223,CUST38473,2025-05-22,Customer Service,Twitter,I am satisfied with the service quality.,Positive,0.35
COMP01224,CUST84102,2025-01-17,Billing,Web,Billing was clear and transparent this month.,Positive,0.92
COMP01225,CUST47451,2024-01-12,Speed,Email,The network quality has improved a lot recently.,Positive,0.45
COMP01226,CUST14660,2025-04-25,Speed,App,eSIM activation failed multiple times.,Negative,-0.4
COMP01227,CUST87915,2025-01-26,Customer Service,Web,The network quality has improved a lot recently.,Positive,0.69
COMP01228,CUST86678,2025-02-12,Portability,Twitter,Activation was smooth and hassle free.,Positive,0.8
COMP01229,CUST70615,2024-11-13,Plans,Call,Activation took some time.,Neutral,0.01
COMP01230,CUST58526,2025-01-10,Customer Service,Web,Internet speed is extremely slow.,Negative,-0.91
COMP01231,CUST13100,2024-10-04,Customer Service,Call,Customer service never responds properly.,Negative,-0.73
COMP01232,CUST19559,2024-01-15,Plans,App,The plan is too expensive for the service provided.,Negative,-0.47
COMP01233,CUST17714,2025-09-19,Activation,App,Customer support was average.,Neutral,-0.04
COMP01234,CUST21312,2025-06-27,Portability,Twitter,I am being charged incorrectly every month.,Negative,-0.33
COMP01235,CUST36751,2024-11-28,Plans,Email,The plan is too expensive for the service provided.,Negative,-0.45
COMP01236,CUST21311,2024-04-21,Customer Service,Web,Internet speed is acceptable.,Neutral,0.15
COMP01237,CUST63593,2024-04-12,Activation,Email,Internet speed is extremely slow.,Negative,-0.34
COMP01238,CUST77890,2024-04-12,Plans,Twitter,Internet speed is extremely slow.,Negative,-0.46
COMP01239,CUST69539,2024-03-16,Plans,Twitter,Customer service never responds properly.,Negative,-0.7
COMP01240,CUST79823,2025-08-16,Coverage,App,Customer service never responds properly.,Negative,-0.69
COMP01241,CUST66108,2025-01-15,Billing,App,"Billing is okay, nothing special.",Neutral,0.0
COMP01242,CUST74340,2024-09-12,Plans,Email,Network works fine but could be better.,Neutral,0.07
COMP01243,CUST40542,2024-05-04,Billing,Call,Customer support was average.,Neutral,0.06
COMP01244,CUST56418,2024-12-09,Plans,App,"Billing is okay, nothing special.",Neutral,-0.0
COMP01245,CUST57699,2024-10-19,Coverage,Twitter,"Billing is okay, nothing special.",Neutral,0.09
COMP01246,CUST39937,2025-06-27,Portability,Email,The network quality has improved a lot recently.,Positive,0.67
COMP01247,CUST79641,2024-07-20,Plans,App,Billing was clear and transparent this month.,Positive,0.67
COMP01248,CUST31193,2025-01-13,Activation,Call,The plan offers great value for money.,Positive,0.69
COMP01249,CUST59926,2024-02-18,Activation,Twitter,Customer service never responds properly.,Negative,-0.91
COMP01250,CUST63050,2025-03-19,Network,Twitter,Activation took some time.,Neutral,0.16
COMP01251,CUST92328,2024-08-25,Activation,Web,Network is very poor in my area.,Negative,-0.42
COMP01252,CUST42351,2025-02-20,Plans,App,The plan offers great value for money.,Positive,0.72
COMP01253,CUST88394,2024-02-04,Speed,Web,Customer service never responds properly.,Negative,-0.62
COMP01254,CUST56247,2025-07-22,Coverage,App,Internet speed is acceptable.,Neutral,-0.12
COMP01255,CUST18286,2024-06-05,Network,Web,I am being charged incorrectly every month.,Negative,-0.64
COMP01256,CUST49972,2024-01-01,Customer Service,App,Service is neither good nor bad.,Neutral,-0.12
COMP01257,CUST51782,2025-04-14,Customer Service,App,Internet speed is extremely slow.,Negative,-0.85
COMP01258,CUST39566,2024-12-10,Network,Call,Activation was smooth and hassle free.,Positive,0.62
COMP01259,CUST95572,2025-03-19,Billing,Email,Billing was clear and transparent this month.,Positive,0.92
COMP01260,CUST86087,2025-01-04,Customer Service,Call,Internet speed is extremely slow.,Negative,-0.86
COMP01261,CUST99528,2024-03-16,Plans,Web,The plan offers great value for money.,Positive,0.4
COMP01262,CUST95984,2024-12-18,Speed,Call,Network works fine but could be better.,Neutral,0.19
COMP01263,CUST91199,2025-03-28,Network,Web,I am satisfied with the service quality.,Positive,0.32
COMP01264,CUST59255,2024-06-01,Customer Service,Call,Internet speed is acceptable.,Neutral,-0.01
COMP01265,CUST89134,2025-05-16,Portability,Twitter,Internet speed is very good and stable.,Positive,0.44
COMP01266,CUST25959,2024-07-31,Coverage,Email,Calls keep dropping frequently.,Negative,-0.52
COMP01267,CUST93421,2024-02-07,Activation,App,Network works fine but could be better.,Neutral,0.07
COMP01268,CUST51895,2024-04-05,Network,Twitter,Service is neither good nor bad.,Neutral,-0.05
COMP01269,CUST71424,2025-03-05,Customer Service,Email,I am satisfied with the service quality.,Positive,0.36
COMP01270,CUST20013,2024-12-09,Portability,App,Network is very poor in my area.,Negative,-0.86
COMP01271,CUST34040,2025-06-24,Customer Service,Call,Calls keep dropping frequently.,Negative,-0.37
COMP01272,CUST52942,2024-10-04,Plans,Twitter,Plan is okay compared to others.,Neutral,-0.06
COMP01273,CUST62045,2025-02-07,Billing,Call,Internet speed is acceptable.,Neutral,0.01
COMP01274,CUST94392,2024-11-13,Customer Service,Twitter,Network is very poor in my area.,Negative,-0.55
COMP01275,CUST21171,2025-09-08,Plans,Twitter,Internet speed is very good and stable.,Positive,0.89
COMP01276,CUST10875,2024-06-03,Coverage,App,Customer service never responds properly.,Negative,-0.94
COMP01277,CUST88654,2025-07-01,Coverage,Call,Internet speed is very good and stable.,Positive,0.55
COMP01278,CUST90706,2025-01-22,Portability,Web,Internet speed is very good and stable.,Positive,0.31
COMP01279,CUST57414,2024-04-30,Speed,App,Calls keep dropping frequently.,Negative,-0.39
COMP01280,CUST79237,2024-06-23,Customer Service,Email,Customer service never responds properly.,Negative,-0.62
COMP01281,CUST70026,2024-04-14,Plans,Web,Internet speed is extremely slow.,Negative,-0.85
COMP01282,CUST19022,2025-08-12,Coverage,Twitter,Calls keep dropping frequently.,Negative,-0.93
COMP01283,CUST23908,2025-07-28,Billing,Web,The plan is too expensive for the service provided.,Negative,-0.57
COMP01284,CUST91248,2025-03-10,Customer Service,Web,Internet speed is extremely slow.,Negative,-0.42
COMP01285,CUST54506,2025-03-12,Portability,Email,Internet speed is acceptable.,Neutral,0.14
COMP01286,CUST95468,2025-03-16,Portability,Email,The network quality has improved a lot recently.,Positive,0.54
COMP01287,CUST39605,2024-01-06,Speed,Web,Plan is okay compared to others.,Neutral,0.03
COMP01288,CUST42141,2024-11-18,Portability,Twitter,The plan is too expensive for the service provided.,Negative,-0.53
COMP01289,CUST39621,2024-10-28,Speed,Twitter,Activation took some time.,Neutral,0.08
COMP01290,CUST78464,2025-03-21,Speed,App,Customer support resolved my issue quickly.,Positive,0.92
COMP01291,CUST93489,2024-05-09,Plans,Web,The plan is too expensive for the service provided.,Negative,-0.97
COMP01292,CUST30208,2025-07-15,Billing,App,I am satisfied with the service quality.,Positive,0.48
COMP01293,CUST45723,2024-09-18,Plans,Web,The network quality has improved a lot recently.,Positive,0.33
COMP01294,CUST69614,2025-05-15,Network,Twitter,Service is neither good nor bad.,Neutral,-0.02
COMP01295,CUST86286,2024-09-01,Billing,Email,Activation took some time.,Neutral,0.03
COMP01296,CUST97438,2024-11-29,Customer Service,App,Internet speed is extremely slow.,Negative,-0.94
COMP01297,CUST35730,2025-03-08,Billing,Twitter,I am being charged incorrectly every month.,Negative,-0.61
COMP01298,CUST47396,2025-05-31,Billing,Email,Internet speed is acceptable.,Neutral,0.1
COMP01299,CUST90124,2025-01-14,Portability,Email,"Billing is okay, nothing special.",Neutral,0.03
COMP01300,CUST99717,2025-06-12,Customer Service,Email,Customer support resolved my issue quickly.,Positive,0.88
COMP01301,CUST32510,2025-03-15,Plans,Email,Activation took some time.,Neutral,0.05
COMP01302,CUST27800,2024-03-11,Speed,Web,Network is very poor in my area.,Negative,-0.42
COMP01303,CUST24718,2025-05-13,Activation,Email,Activation took some time.,Neutral,0.02
COMP01304,CUST91491,2024-12-22,Activation,App,Plan is okay compared to others.,Neutral,-0.08
COMP01305,CUST99040,2024-12-28,Coverage,Call,The plan is too expensive for the service provided.,Negative,-0.99
COMP01306,CUST96107,2025-04-18,Coverage,Twitter,Billing was clear and transparent this month.,Positive,0.52
COMP01307,CUST70078,2024-03-09,Speed,Web,Internet speed is acceptable.,Neutral,0.17
COMP01308,CUST42198,2024-11-29,Customer Service,App,Network works fine but could be better.,Neutral,0.02
COMP01309,CUST80056,2024-06-24,Speed,Twitter,The plan offers great value for money.,Positive,0.65
COMP01310,CUST49936,2024-01-07,Billing,Twitter,Customer support resolved my issue quickly.,Positive,0.45
COMP01311,CUST36911,2025-07-24,Activation,Twitter,Customer support resolved my issue quickly.,Positive,0.53
COMP01312,CUST46254,2024-10-22,Customer Service,Web,Customer support resolved my issue quickly.,Positive,0.85
COMP01313,CUST25528,2024-12-17,Billing,Web,The network quality has improved a lot recently.,Positive,0.71
COMP01314,CUST20136,2024-11-22,Network,App,Internet speed is extremely slow.,Negative,-1.0
COMP01315,CUST44502,2024-10-08,Network,Twitter,Network is very poor in my area.,Negative,-0.39
COMP01316,CUST93341,2025-01-21,Coverage,Call,Internet speed is very good and stable.,Positive,0.71
COMP01317,CUST36222,2025-05-25,Customer Service,Web,"Billing is okay, nothing special.",Neutral,-0.07
COMP01318,CUST35305,2024-08-30,Activation,Web,The network quality has improved a lot recently.,Positive,0.74
COMP01319,CUST85710,2025-05-02,Coverage,Twitter,Service is neither good nor bad.,Neutral,-0.09
COMP01320,CUST29363,2024-05-31,Coverage,Call,Customer support resolved my issue quickly.,Positive,0.54
COMP01321,CUST46723,2024-05-20,Plans,App,I am satisfied with the service quality.,Positive,0.87
COMP01322,CUST37529,2025-03-11,Coverage,Web,The plan is too expensive for the service provided.,Negative,-0.6
COMP01323,CUST87172,2025-05-21,Network,Call,Internet speed is very good and stable.,Positive,0.54
COMP01324,CUST65081,2025-02-06,Coverage,App,Activation took some time.,Neutral,-0.16
COMP01325,CUST74505,2024-05-13,Plans,Web,Network works fine but could be better.,Neutral,-0.01
COMP01326,CUST57186,2025-07-15,Activation,App,Network works fine but could be better.,Neutral,0.04
COMP01327,CUST58447,2024-09-04,Coverage,Email,Internet speed is very good and stable.,Positive,0.87
COMP01328,CUST65147,2024-02-20,Coverage,Web,The network quality has improved a lot recently.,Positive,1.0
COMP01329,CUST39690,2025-06-06,Coverage,Call,"Billing is okay, nothing special.",Neutral,0.05
COMP01330,CUST41014,2025-09-10,Network,App,Internet speed is extremely slow.,Negative,-0.31
COMP01331,CUST94311,2024-07-09,Portability,App,"Billing is okay, nothing special.",Neutral,-0.15
