ComplaintID,CustomerID,Date,IssueCategory,Channel,ComplaintText,Sentiment
COMP0001011,CUST100924,2024-07-14,Speed,Email,Streaming keeps buffering. Please resolve ASAP.,Negative
COMP0001012,CUST100924,2024-07-13,Portability,Email,Need help to port to your network. Requesting a quick fix.,Neutral
COMP0001013,CUST100925,2024-11-02,Portability,Web,Port request denied without reason. Please resolve ASAP.,Negative
COMP0001014,CUST100925,2025-03-25,Billing,Email,Why are fees so high this cycle?,Negative
COMP0001015,CUST100925,2025-07-18,Value,Twitter,Hidden charges reduce the value. Kindly look into this.,Neutral
COMP0001016,CUST100926,2025-10-26,Network,Call,SIM shows no service randomly.,Negative
COMP0001017,CUST100926,2025-03-05,Coverage,Email,Poor coverage in my neighborhood. Please resolve ASAP.,Negative
COMP0001018,CUST100928,2024-03-01,Activation,Email,KYC done but still not activated. Kindly look into this.,Negative
COMP0001019,CUST100930,2025-10-14,Customer_Service,Email,Chat support keeps closing my case. Kindly look into this.,Negative
COMP0001020,CUST100930,2025-07-23,Customer_Service,Call,Agent promised a callback that never came. Kindly look into this.,Negative
COMP0001021,CUST100931,2024-10-11,Speed,Call,Streaming keeps buffering. Please resolve ASAP.,Negative
COMP0001022,CUST100931,2025-06-26,Network,Web,Frequent call drops in my area. Kindly look into this.,Negative
COMP0001023,CUST100932,2025-09-10,Portability,Call,Issues while porting my number.,Negative
COMP0001024,CUST100933,2025-10-03,Activation,Email,eSIM activation failed twice. Please resolve ASAP.,Negative
COMP0001025,CUST100933,2024-02-03,Value,Twitter,Plan price is too high for the benefits. Kindly look into this.,Neutral
COMP0001026,CUST100936,2024-02-22,Network,Twitter,SIM shows no service randomly. Requesting a quick fix.,Negative
COMP0001027,CUST100936,2024-12-28,Value,Web,Plan price is too high for the benefits.,Positive
COMP0001028,CUST100937,2024-03-28,Speed,Web,Streaming keeps buffering. Please resolve ASAP.,Positive
COMP0001029,CUST100938,2025-04-28,Activation,Twitter,New SIM activation is delayed.,Negative
COMP0001030,CUST100938,2025-06-10,Billing,Email,Unexpected charges on my account.,Positive
COMP0001031,CUST100939,2024-10-21,Coverage,Email,Signal is weak along my commute route.,Negative
COMP0001032,CUST100940,2024-12-17,Activation,Web,KYC done but still not activated.,Negative
COMP0001033,CUST100942,2025-08-24,Billing,Web,My bill is incorrect this month. Kindly look into this.,Negative
COMP0001034,CUST100942,2024-11-11,Portability,Call,Need help to port to your network.,Negative
COMP0001035,CUST100942,2025-04-30,Value,Email,Not satisfied with the value of the service.,Negative
COMP0001036,CUST100943,2025-08-20,Coverage,Email,Poor coverage in my neighborhood. Kindly look into this.,Negative
COMP0001037,CUST100943,2024-03-09,Customer_Service,Call,Support is not responding to tickets. Kindly look into this.,Neutral
COMP0001038,CUST100945,2025-02-11,Portability,Call,Port request denied without reason. Kindly look into this.,Negative
COMP0001039,CUST100946,2025-01-21,Billing,Call,Unexpected charges on my account.,Negative
COMP0001040,CUST100946,2025-01-31,Billing,Email,I was double charged and need a refund.,Negative
COMP0001041,CUST100947,2024-12-15,Speed,App,Speed fluctuates a lot while working.,Negative
COMP0001042,CUST100948,2024-05-26,Billing,App,My bill is incorrect this month.,Negative
COMP0001043,CUST100948,2025-01-11,Customer_Service,Twitter,Chat support keeps closing my case. Kindly look into this.,Neutral
COMP0001044,CUST100949,2025-04-30,Coverage,Email,Signal is weak along my commute route.,Negative
COMP0001045,CUST100949,2024-11-29,Customer_Service,Call,Agent promised a callback that never came. Please resolve ASAP.,Negative
COMP0001046,CUST100949,2024-03-05,Network,Twitter,No signal inside my home for hours.,Positive
COMP0001047,CUST100950,2024-05-01,Speed,Email,Downloads are extremely slow in the evening.,Negative
COMP0001048,CUST100952,2024-07-12,Value,Twitter,Plan price is too high for the benefits.,Neutral
COMP0001049,CUST100953,2025-02-08,Activation,Email,eSIM activation failed twice.,Neutral
COMP0001050,CUST100954,2025-10-11,Portability,Call,Porting code (UPC) not received. Kindly look into this.,Neutral
COMP0001051,CUST100956,2025-08-03,Coverage,Email,No bars in the office basement.,Neutral
COMP0001052,CUST100957,2025-04-22,Coverage,Email,Poor coverage in my neighborhood. Requesting a quick fix.,Positive
COMP0001053,CUST100958,2024-01-19,Coverage,App,Coverage maps seem inaccurate.,Negative
COMP0001054,CUST100960,2025-01-03,Customer_Service,Call,Chat support keeps closing my case. Please resolve ASAP.,Neutral
COMP0001055,CUST100961,2024-02-23,Activation,Call,Port-in request stuck at activation. Please resolve ASAP.,Neutral
COMP0001056,CUST100961,2024-12-04,Speed,Call,Speed fluctuates a lot while working.,Negative
COMP0001057,CUST100961,2024-05-25,Coverage,Email,No bars in the office basement. Requesting a quick fix.,Negative
COMP0001058,CUST100963,2024-11-08,Value,Email,Not satisfied with the value of the service. Please resolve ASAP.,Negative
COMP0001059,CUST100964,2024-05-24,Activation,Email,Port-in request stuck at activation.,Negative
COMP0001060,CUST100965,2024-09-11,Coverage,App,Coverage maps seem inaccurate.,Negative
COMP0001061,CUST100965,2024-10-09,Portability,App,Issues while porting my number. Kindly look into this.,Neutral
COMP0001062,CUST100965,2025-08-28,Value,App,Plan price is too high for the benefits. Kindly look into this.,Neutral
COMP0001063,CUST100966,2025-10-06,Network,Call,SIM shows no service randomly.,Negative
COMP0001064,CUST100966,2024-07-17,Activation,Email,New SIM activation is delayed.,Negative
COMP0001065,CUST100967,2025-05-29,Network,Email,No signal inside my home for hours.,Neutral
COMP0001066,CUST100967,2025-08-03,Value,Call,Not satisfied with the value of the service. Please resolve ASAP.,Negative
COMP0001067,CUST100969,2025-02-05,Billing,Web,Unexpected charges on my account.,Negative
COMP0001068,CUST100970,2025-05-04,Billing,Email,Why are fees so high this cycle?,Neutral
COMP0001069,CUST100971,2025-07-16,Network,Call,No signal inside my home for hours.,Negative
COMP0001070,CUST100972,2024-05-19,Speed,Email,Speed fluctuates a lot while working. Please resolve ASAP.,Negative
COMP0001071,CUST100973,2025-06-18,Speed,Email,Streaming keeps buffering. Kindly look into this.,Negative
COMP0001072,CUST100973,2024-04-29,Activation,Web,eSIM activation failed twice. Please resolve ASAP.,Negative
COMP0001073,CUST100976,2024-01-13,Customer_Service,App,Support is not responding to tickets. Kindly look into this.,Negative
COMP0001074,CUST100976,2024-05-14,Customer_Service,Twitter,Agent promised a callback that never came.,Positive
COMP0001075,CUST100981,2025-06-12,Speed,Email,Speed fluctuates a lot while working.,Negative
COMP0001076,CUST100984,2025-09-20,Network,Email,Network keeps disconnecting frequently.,Neutral
COMP0001077,CUST100986,2025-08-02,Portability,Call,Porting code (UPC) not received. Requesting a quick fix.,Neutral
COMP0001078,CUST100986,2025-03-02,Coverage,Call,Signal is weak along my commute route. Requesting a quick fix.,Positive
COMP0001079,CUST100986,2024-05-25,Value,Call,Competitors offer more data for less.,Negative
COMP0001080,CUST100987,2025-06-12,Billing,Call,My bill is incorrect this month. Please resolve ASAP.,Neutral
COMP0001081,CUST100987,2024-06-24,Portability,Call,Issues while porting my number. Kindly look into this.,Negative
COMP0001082,CUST100987,2025-08-13,Value,App,Plan price is too high for the benefits.,Negative
COMP0001083,CUST100988,2025-02-03,Network,Call,Network keeps disconnecting frequently. Please resolve ASAP.,Neutral
COMP0001084,CUST100988,2024-06-10,Billing,Email,Unexpected charges on my account. Requesting a quick fix.,Negative
COMP0001085,CUST100989,2024-03-27,Value,Twitter,Competitors offer more data for less. Kindly look into this.,Neutral
COMP0001086,CUST100989,2025-01-26,Value,Email,Hidden charges reduce the value.,Neutral
COMP0001087,CUST100991,2025-07-19,Speed,Web,Speed fluctuates a lot while working.,Negative
COMP0001088,CUST100992,2025-01-21,Value,Email,Competitors offer more data for less.,Negative
COMP0001089,CUST100992,2024-09-06,Coverage,Call,Poor coverage in my neighborhood.,Neutral
COMP0001090,CUST100994,2025-07-06,Speed,Call,Speed fluctuates a lot while working.,Neutral
COMP0001091,CUST100994,2025-10-07,Portability,App,Issues while porting my number.,Negative
COMP0001092,CUST100994,2025-04-15,Network,Email,Frequent call drops in my area.,Negative
COMP0001093,CUST100995,2025-08-03,Value,Call,Plan price is too high for the benefits.,Neutral
COMP0001094,CUST100996,2024-11-17,Speed,Email,Speed fluctuates a lot while working.,Neutral
COMP0001095,CUST100997,2025-07-19,Coverage,Call,Signal is weak along my commute route. Requesting a quick fix.,Negative
COMP0001096,CUST100997,2024-10-10,Billing,App,I was double charged and need a refund. Requesting a quick fix.,Negative
COMP0001097,CUST100997,2024-07-27,Coverage,App,Signal is weak along my commute route. Kindly look into this.,Neutral
COMP0001098,CUST100998,2025-07-12,Network,Email,Frequent call drops in my area. Kindly look into this.,Neutral
COMP0001099,CUST101000,2025-04-27,Billing,Call,Why are fees so high this cycle?,Negative
COMP0001100,CUST101000,2024-05-30,Portability,Email,Issues while porting my number.,Neutral
COMP0001101,CUST101001,2024-07-22,Speed,Call,Speed fluctuates a lot while working. Kindly look into this.,Neutral
COMP0001102,CUST101002,2024-11-02,Activation,Email,Port-in request stuck at activation. Please resolve ASAP.,Negative
COMP0001103,CUST101004,2024-03-30,Speed,Email,Speed fluctuates a lot while working. Kindly look into this.,Negative
COMP0001104,CUST101006,2024-04-13,Network,Email,No signal inside my home for hours. Please resolve ASAP.,Negative
COMP0001105,CUST101006,2024-07-08,Portability,App,Porting code (UPC) not received. Kindly look into this.,Negative
COMP0001106,CUST101006,2024-01-15,Billing,Email,I was double charged and need a refund. Kindly look into this.,Negative
COMP0001107,CUST101008,2025-10-09,Speed,App,Streaming keeps buffering. Kindly look into this.,Negative
COMP0001108,CUST101008,2025-09-03,Speed,Call,Internet speed is far below plan speed. Kindly look into this.,Negative
COMP0001109,CUST101009,2025-04-07,Activation,Email,Port-in request stuck at activation. Kindly look into this.,Negative
COMP0001110,CUST101010,2025-07-11,Coverage,Call,Signal is weak along my commute route. Please resolve ASAP.,Positive
COMP0001111,CUST101011,2024-01-10,Activation,Twitter,Port-in request stuck at activation. Kindly look into this.,Neutral
COMP0001112,CUST101014,2024-04-07,Network,Call,Frequent call drops in my area.,Negative
COMP0001113,CUST101016,2024-09-05,Billing,Email,Unexpected charges on my account. Kindly look into this.,Negative
COMP0001114,CUST101016,2024-06-18,Value,Email,Hidden charges reduce the value.,Neutral
COMP0001115,CUST101016,2024-07-28,Speed,Twitter,Internet speed is far below plan speed.,Negative
COMP0001116,CUST101017,2025-03-28,Network,Email,Network keeps disconnecting frequently. Requesting a quick fix.,Negative
COMP0001117,CUST101017,2024-09-24,Coverage,Twitter,Coverage maps seem inaccurate. Requesting a quick fix.,Negative
COMP0001118,CUST101017,2024-08-30,Coverage,Email,Coverage maps seem inaccurate.,Negative
COMP0001119,CUST101021,2024-09-04,Coverage,Email,Coverage maps seem inaccurate. Requesting a quick fix.,Neutral
COMP0001120,CUST101023,2025-10-16,Customer_Service,Twitter,Chat support keeps closing my case. Kindly look into this.,Neutral
COMP0001121,CUST101023,2025-02-23,Customer_Service,Call,Long wait times when I call customer care. Please resolve ASAP.,Neutral
COMP0001122,CUST101024,2024-06-21,Billing,App,My bill is incorrect this month.,Negative
COMP0001123,CUST101024,2025-04-15,Activation,Call,KYC done but still not activated. Requesting a quick fix.,Negative
COMP0001124,CUST101025,2024-02-03,Speed,App,Streaming keeps buffering. Kindly look into this.,Positive
COMP0001125,CUST101027,2024-10-24,Customer_Service,Call,Agent promised a callback that never came.,Neutral
COMP0001126,CUST101028,2024-09-05,Speed,Call,Speed fluctuates a lot while working. Requesting a quick fix.,Neutral
COMP0001127,CUST101028,2025-08-31,Billing,Email,Unexpected charges on my account.,Negative
COMP0001128,CUST101029,2025-02-04,Customer_Service,Call,Support is not responding to tickets.,Negative
COMP0001129,CUST101031,2025-09-10,Value,Call,Competitors offer more data for less. Kindly look into this.,Negative
COMP0001130,CUST101031,2025-10-19,Network,Call,Network keeps disconnecting frequently. Please resolve ASAP.,Negative
COMP0001131,CUST101032,2024-05-21,Speed,App,Internet speed is far below plan speed. Please resolve ASAP.,Neutral
COMP0001132,CUST101033,2025-04-02,Activation,Email,eSIM activation failed twice. Please resolve ASAP.,Positive
COMP0001133,CUST101033,2024-12-30,Network,Web,SIM shows no service randomly.,Negative
COMP0001134,CUST101034,2024-10-29,Billing,Call,Why are fees so high this cycle? Please resolve ASAP.,Negative
COMP0001135,CUST101034,2025-02-10,Coverage,Web,Coverage maps seem inaccurate. Kindly look into this.,Positive
COMP0001136,CUST101035,2024-09-24,Billing,Email,Why are fees so high this cycle? Please resolve ASAP.,Negative
COMP0001137,CUST101036,2024-10-16,Customer_Service,Twitter,Chat support keeps closing my case. Kindly look into this.,Neutral
COMP0001138,CUST101036,2024-09-17,Portability,Email,Need help to port to your network.,Neutral
COMP0001139,CUST101038,2025-06-18,Activation,Twitter,KYC done but still not activated. Please resolve ASAP.,Negative
COMP0001140,CUST101039,2024-11-15,Value,Call,Not satisfied with the value of the service.,Negative
COMP0001141,CUST101040,2024-04-16,Billing,Email,I was double charged and need a refund. Requesting a quick fix.,Negative
COMP0001142,CUST101041,2024-02-17,Activation,Email,Port-in request stuck at activation.,Negative
COMP0001143,CUST101042,2025-05-11,Customer_Service,Web,Long wait times when I call customer care.,Negative
COMP0001144,CUST101047,2025-05-18,Billing,Email,My bill is incorrect this month.,Negative
COMP0001145,CUST101048,2024-03-16,Billing,Call,I was double charged and need a refund. Please resolve ASAP.,Negative
COMP0001146,CUST101048,2024-08-10,Activation,Call,Port-in request stuck at activation.,Neutral
COMP0001147,CUST101049,2024-11-26,Network,Web,SIM shows no service randomly. Requesting a quick fix.,Neutral
COMP0001148,CUST101049,2025-02-16,Network,App,Network keeps disconnecting frequently. Requesting a quick fix.,Negative
COMP0001149,CUST101052,2024-03-08,Network,Email,No signal inside my home for hours. Please resolve ASAP.,Negative
COMP0001150,CUST101053,2024-02-19,Customer_Service,Email,Long wait times when I call customer care.,Negative
COMP0001151,CUST101054,2025-10-23,Billing,Call,I was double charged and need a refund.,Negative
COMP0001152,CUST101054,2025-09-24,Customer_Service,Call,Support is not responding to tickets. Please resolve ASAP.,Neutral
COMP0001153,CUST101055,2025-06-12,Activation,App,KYC done but still not activated. Requesting a quick fix.,Negative
COMP0001154,CUST101055,2025-02-11,Speed,Email,Speed fluctuates a lot while working.,Neutral
COMP0001155,CUST101056,2024-01-11,Billing,Call,I was double charged and need a refund. Kindly look into this.,Negative
COMP0001156,CUST101058,2025-01-12,Speed,Call,Downloads are extremely slow in the evening. Kindly look into this.,Negative
COMP0001157,CUST101058,2025-01-27,Network,Email,Frequent call drops in my area. Kindly look into this.,Negative
COMP0001158,CUST101060,2025-04-22,Value,App,Competitors offer more data for less.,Negative
COMP0001159,CUST101061,2025-08-31,Speed,Call,Internet speed is far below plan speed.,Neutral
COMP0001160,CUST101061,2025-04-03,Coverage,Email,No bars in the office basement. Please resolve ASAP.,Negative
COMP0001161,CUST101061,2025-10-18,Speed,Call,Streaming keeps buffering.,Negative
COMP0001162,CUST101064,2025-04-04,Coverage,Web,No bars in the office basement. Requesting a quick fix.,Negative
COMP0001163,CUST101064,2024-02-28,Activation,Call,Port-in request stuck at activation.,Negative
COMP0001164,CUST101065,2024-06-03,Customer_Service,App,Support is not responding to tickets. Please resolve ASAP.,Negative
COMP0001165,CUST101065,2025-02-12,Customer_Service,Call,Long wait times when I call customer care. Requesting a quick fix.,Negative
COMP0001166,CUST101066,2025-04-09,Speed,Email,Internet speed is far below plan speed. Requesting a quick fix.,Positive
COMP0001167,CUST101067,2024-09-13,Value,Email,Not satisfied with the value of the service.,Neutral
COMP0001168,CUST101068,2024-04-08,Speed,Call,Downloads are extremely slow in the evening. Kindly look into this.,Neutral
COMP0001169,CUST101068,2025-08-03,Activation,Call,KYC done but still not activated.,Negative
COMP0001170,CUST101068,2024-02-21,Customer_Service,Email,Long wait times when I call customer care. Kindly look into this.,Negative
COMP0001171,CUST101069,2024-02-08,Billing,Call,I was double charged and need a refund. Requesting a quick fix.,Negative
COMP0001172,CUST101069,2024-09-07,Customer_Service,Email,Chat support keeps closing my case.,Positive
COMP0001173,CUST101069,2024-05-03,Billing,Call,I was double charged and need a refund. Please resolve ASAP.,Neutral
COMP0001174,CUST101071,2024-06-18,Coverage,App,Signal is weak along my commute route.,Neutral
COMP0001175,CUST101071,2024-10-26,Network,Email,SIM shows no service randomly. Please resolve ASAP.,Positive
COMP0001176,CUST101073,2024-09-12,Coverage,Twitter,Poor coverage in my neighborhood. Please resolve ASAP.,Negative
COMP0001177,CUST101073,2025-09-20,Speed,Web,Downloads are extremely slow in the evening. Please resolve ASAP.,Neutral
COMP0001178,CUST101075,2024-11-03,Coverage,Email,Poor coverage in my neighborhood.,Positive
COMP0001179,CUST101076,2024-07-22,Coverage,Twitter,Poor coverage in my neighborhood.,Neutral
COMP0001180,CUST101077,2024-07-16,Activation,App,Port-in request stuck at activation.,Negative
COMP0001181,CUST101077,2024-01-25,Speed,App,Internet speed is far below plan speed. Please resolve ASAP.,Neutral
COMP0001182,CUST101077,2024-07-08,Billing,Call,Why are fees so high this cycle? Please resolve ASAP.,Neutral
COMP0001183,CUST101078,2024-11-02,Network,Web,No signal inside my home for hours.,Neutral
COMP0001184,CUST101078,2024-01-27,Speed,Email,Internet speed is far below plan speed. Kindly look into this.,Negative
COMP0001185,CUST101079,2025-09-28,Billing,Call,Why are fees so high this cycle?,Neutral
COMP0001186,CUST101079,2025-08-04,Value,Twitter,Plan price is too high for the benefits.,Neutral
COMP0001187,CUST101081,2024-08-20,Value,Email,Competitors offer more data for less.,Positive
COMP0001188,CUST101082,2024-10-10,Billing,Email,My bill is incorrect this month.,Neutral
COMP0001189,CUST101082,2024-10-08,Network,App,No signal inside my home for hours. Please resolve ASAP.,Negative
COMP0001190,CUST101082,2024-06-23,Customer_Service,Call,Long wait times when I call customer care.,Negative
COMP0001191,CUST101087,2024-05-30,Portability,Twitter,Port request denied without reason. Kindly look into this.,Neutral
COMP0001192,CUST101087,2025-10-18,Value,Web,Competitors offer more data for less.,Negative
COMP0001193,CUST101088,2024-09-08,Activation,Call,New SIM activation is delayed.,Positive
COMP0001194,CUST101088,2025-04-08,Coverage,Call,No bars in the office basement.,Neutral
COMP0001195,CUST101088,2025-10-07,Network,Web,No signal inside my home for hours.,Negative
COMP0001196,CUST101089,2025-02-03,Speed,App,Speed fluctuates a lot while working.,Negative
COMP0001197,CUST101089,2025-07-04,Billing,App,My bill is incorrect this month. Kindly look into this.,Neutral
COMP0001198,CUST101090,2024-07-19,Activation,Call,New SIM activation is delayed. Kindly look into this.,Negative
COMP0001199,CUST101094,2025-05-24,Billing,Email,I was double charged and need a refund. Requesting a quick fix.,Negative
COMP0001200,CUST101095,2024-11-14,Coverage,Call,No bars in the office basement.,Negative
COMP0001201,CUST101097,2024-06-06,Coverage,App,No bars in the office basement. Kindly look into this.,Negative
COMP0001202,CUST101099,2024-08-03,Network,App,No signal inside my home for hours. Requesting a quick fix.,Negative
COMP0001203,CUST101100,2025-09-17,Activation,Call,eSIM activation failed twice. Kindly look into this.,Neutral
COMP0001204,CUST101103,2025-07-22,Billing,Call,Unexpected charges on my account.,Neutral
COMP0001205,CUST101103,2025-07-27,Billing,Email,I was double charged and need a refund.,Negative
COMP0001206,CUST101104,2025-03-25,Portability,Email,Issues while porting my number.,Negative
COMP0001207,CUST101104,2024-08-03,Coverage,Call,No bars in the office basement. Kindly look into this.,Neutral
COMP0001208,CUST101105,2025-01-26,Billing,Email,I was double charged and need a refund. Kindly look into this.,Negative
COMP0001209,CUST101106,2025-04-25,Coverage,Email,No bars in the office basement.,Positive
COMP0001210,CUST101106,2025-03-24,Portability,Twitter,Porting code (UPC) not received.,Negative
COMP0001211,CUST101107,2024-06-24,Network,Email,SIM shows no service randomly.,Neutral
COMP0001212,CUST101109,2024-12-24,Customer_Service,Call,Chat support keeps closing my case.,Negative
COMP0001213,CUST101109,2024-12-31,Portability,Call,Issues while porting my number. Please resolve ASAP.,Neutral
COMP0001214,CUST101110,2024-11-13,Value,Call,Hidden charges reduce the value.,Neutral
COMP0001215,CUST101110,2024-03-11,Customer_Service,Call,Agent promised a callback that never came.,Negative
COMP0001216,CUST101110,2024-01-05,Billing,Call,I was double charged and need a refund. Requesting a quick fix.,Negative
COMP0001217,CUST101111,2025-03-23,Speed,App,Downloads are extremely slow in the evening.,Neutral
COMP0001218,CUST101114,2025-02-17,Coverage,Twitter,No bars in the office basement.,Negative
COMP0001219,CUST101116,2025-06-26,Activation,Email,New SIM activation is delayed. Please resolve ASAP.,Neutral
COMP0001220,CUST101117,2025-06-16,Customer_Service,Call,Agent promised a callback that never came.,Negative
COMP0001221,CUST101117,2025-01-22,Billing,Call,I was double charged and need a refund.,Negative
COMP0001222,CUST101117,2025-10-10,Customer_Service,Email,Chat support keeps closing my case. Kindly look into this.,Neutral
COMP0001223,CUST101121,2024-08-30,Activation,Call,eSIM activation failed twice. Kindly look into this.,Neutral
COMP0001224,CUST101121,2025-05-19,Billing,Email,I was double charged and need a refund. Please resolve ASAP.,Negative
COMP0001225,CUST101123,2025-02-11,Speed,Call,Speed fluctuates a lot while working.,Neutral
COMP0001226,CUST101123,2025-07-04,Activation,Call,Port-in request stuck at activation.,Neutral
COMP0001227,CUST101125,2024-06-29,Activation,Email,New SIM activation is delayed. Kindly look into this.,Negative
COMP0001228,CUST101125,2024-05-05,Value,App,Plan price is too high for the benefits.,Neutral
COMP0001229,CUST101125,2024-08-31,Portability,Twitter,Need help to port to your network.,Negative
COMP0001230,CUST101126,2025-05-26,Activation,App,New SIM activation is delayed.,Negative
COMP0001231,CUST101127,2025-08-19,Activation,Call,Port-in request stuck at activation. Please resolve ASAP.,Positive
COMP0001232,CUST101128,2024-05-27,Customer_Service,Call,Chat support keeps closing my case.,Neutral
COMP0001233,CUST101129,2024-09-03,Activation,Call,eSIM activation failed twice.,Negative
COMP0001234,CUST101130,2024-12-07,Network,Twitter,Network keeps disconnecting frequently.,Negative
COMP0001235,CUST101132,2025-05-12,Value,Call,Hidden charges reduce the value. Kindly look into this.,Negative
COMP0001236,CUST101135,2025-04-04,Customer_Service,Twitter,Agent promised a callback that never came. Kindly look into this.,Negative
COMP0001237,CUST101136,2024-03-14,Billing,Twitter,Why are fees so high this cycle? Kindly look into this.,Negative
COMP0001238,CUST101136,2025-04-10,Network,Web,Network keeps disconnecting frequently. Kindly look into this.,Neutral
COMP0001239,CUST101136,2024-02-18,Customer_Service,Call,Agent promised a callback that never came. Kindly look into this.,Positive
COMP0001240,CUST101137,2024-09-17,Network,App,No signal inside my home for hours. Please resolve ASAP.,Negative
COMP0001241,CUST101137,2025-07-31,Value,Twitter,Plan price is too high for the benefits. Please resolve ASAP.,Negative
COMP0001242,CUST101138,2024-03-31,Coverage,Twitter,No bars in the office basement. Requesting a quick fix.,Neutral
COMP0001243,CUST101139,2024-02-17,Coverage,Email,No bars in the office basement. Kindly look into this.,Neutral
COMP0001244,CUST101140,2024-11-28,Speed,Call,Internet speed is far below plan speed.,Neutral
COMP0001245,CUST101140,2024-05-05,Portability,Call,Port request denied without reason. Kindly look into this.,Neutral
COMP0001246,CUST101140,2024-01-17,Network,App,No signal inside my home for hours.,Neutral
COMP0001247,CUST101141,2024-10-20,Portability,Email,Need help to port to your network.,Negative
COMP0001248,CUST101142,2025-01-24,Value,Email,Competitors offer more data for less.,Negative
COMP0001249,CUST101143,2024-07-12,Billing,Email,Why are fees so high this cycle?,Negative
COMP0001250,CUST101144,2025-03-04,Billing,Twitter,My bill is incorrect this month.,Negative
COMP0001251,CUST101144,2024-09-16,Customer_Service,App,Chat support keeps closing my case.,Neutral
COMP0001252,CUST101145,2024-04-23,Speed,Call,Internet speed is far below plan speed. Kindly look into this.,Negative
COMP0001253,CUST101146,2024-03-16,Coverage,Twitter,Signal is weak along my commute route.,Positive
COMP0001254,CUST101146,2025-03-16,Portability,Email,Porting code (UPC) not received. Please resolve ASAP.,Neutral
COMP0001255,CUST101146,2024-08-03,Network,Email,SIM shows no service randomly. Kindly look into this.,Negative
COMP0001256,CUST101147,2025-04-17,Customer_Service,Email,Long wait times when I call customer care.,Positive
COMP0001257,CUST101148,2024-02-19,Coverage,Twitter,No bars in the office basement. Please resolve ASAP.,Negative
COMP0001258,CUST101150,2024-12-06,Activation,Call,Port-in request stuck at activation. Kindly look into this.,Negative
COMP0001259,CUST101150,2024-03-03,Coverage,Call,Signal is weak along my commute route.,Negative
COMP0001260,CUST101150,2024-11-26,Value,App,Competitors offer more data for less. Kindly look into this.,Negative
COMP0001261,CUST101151,2025-01-16,Network,Call,No signal inside my home for hours. Kindly look into this.,Neutral
COMP0001262,CUST101152,2025-10-17,Customer_Service,Call,Support is not responding to tickets.,Negative
COMP0001263,CUST101154,2025-02-06,Billing,App,My bill is incorrect this month. Kindly look into this.,Neutral
COMP0001264,CUST101157,2025-10-29,Coverage,Call,Coverage maps seem inaccurate. Kindly look into this.,Neutral
COMP0001265,CUST101160,2024-04-27,Value,Call,Competitors offer more data for less. Please resolve ASAP.,Negative
COMP0001266,CUST101160,2025-02-11,Speed,Call,Speed fluctuates a lot while working. Kindly look into this.,Negative
COMP0001267,CUST101160,2025-03-27,Network,Call,No signal inside my home for hours. Kindly look into this.,Neutral
COMP0001268,CUST101162,2024-11-26,Customer_Service,Call,Chat support keeps closing my case. Kindly look into this.,Neutral
COMP0001269,CUST101164,2025-10-29,Customer_Service,Call,Long wait times when I call customer care. Kindly look into this.,Negative
COMP0001270,CUST101164,2024-01-14,Network,Call,No signal inside my home for hours.,Negative
COMP0001271,CUST101165,2025-03-27,Value,Call,Not satisfied with the value of the service. Kindly look into this.,Negative
COMP0001272,CUST101166,2024-01-30,Value,Call,Plan price is too high for the benefits. Requesting a quick fix.,Neutral
COMP0001273,CUST101167,2024-09-04,Portability,Email,Port request denied without reason. Kindly look into this.,Negative
COMP0001274,CUST101167,2025-06-18,Network,Email,Frequent call drops in my area.,Neutral
COMP0001275,CUST101170,2025-01-16,Speed,Call,Streaming keeps buffering.,Negative
COMP0001276,CUST101170,2024-05-02,Value,Email,Hidden charges reduce the value.,Negative
COMP0001277,CUST101170,2024-10-31,Billing,Call,I was double charged and need a refund. Requesting a quick fix.,Negative
COMP0001278,CUST101171,2024-10-18,Coverage,App,Signal is weak along my commute route.,Neutral
COMP0001279,CUST101174,2024-10-25,Billing,Call,Why are fees so high this cycle?,Positive
COMP0001280,CUST101174,2024-07-18,Portability,Email,Porting code (UPC) not received.,Neutral
COMP0001281,CUST101175,2024-01-02,Network,App,Frequent call drops in my area. Kindly look into this.,Positive
COMP0001282,CUST101176,2024-01-30,Activation,Web,KYC done but still not activated. Kindly look into this.,Negative
COMP0001283,CUST101178,2025-06-06,Customer_Service,App,Chat support keeps closing my case. Kindly look into this.,Neutral
COMP0001284,CUST101179,2024-04-06,Portability,Call,Port request denied without reason. Requesting a quick fix.,Neutral
COMP0001285,CUST101179,2024-11-26,Customer_Service,Web,Long wait times when I call customer care.,Negative
COMP0001286,CUST101181,2025-07-02,Speed,Call,Streaming keeps buffering.,Negative
COMP0001287,CUST101182,2024-09-30,Network,Twitter,No signal inside my home for hours.,Negative
COMP0001288,CUST101183,2024-03-03,Portability,Call,Porting code (UPC) not received.,Neutral
COMP0001289,CUST101183,2024-07-29,Network,App,No signal inside my home for hours. Kindly look into this.,Neutral
COMP0001290,CUST101183,2024-04-23,Coverage,Call,Coverage maps seem inaccurate. Please resolve ASAP.,Neutral
COMP0001291,CUST101184,2024-08-16,Value,Web,Plan price is too high for the benefits.,Neutral
COMP0001292,CUST101185,2024-03-14,Activation,Call,KYC done but still not activated.,Positive
COMP0001293,CUST101185,2024-12-10,Billing,Call,Unexpected charges on my account.,Negative
COMP0001294,CUST101185,2024-08-05,Value,Web,Hidden charges reduce the value. Please resolve ASAP.,Neutral
