CustomerID,Gender,Age,PlanType,ContractType,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,TenureMonths,PaymentMethod,Region,MonthlyCharges,TotalCharges,SupportCallsLast90d,AvgDownlinkMbps,ChurnProb,Churn
CUST100982,Female,76,Postpaid,Month-to-month,Yes,No,Fiber,No,None,None,No,52,Card,South,1111.54,57774.57,2,125.4,0.164,Yes
CUST100983,Female,69,Prepaid,Month-to-month,Yes,No,Fiber,Yes,No,No,None,58,UPI,East,1011.1,58956.94,2,135.5,0.186,No
CUST100984,Female,26,Postpaid,One year,Yes,Yes,DSL,No,None,Yes,No,54,BankTransfer,West,554.86,30109.77,1,23.1,0.199,Yes
CUST100985,Female,37,Prepaid,Month-to-month,Yes,No,Fiber,Yes,No,None,No,55,Card,South,938.04,51669.1,4,134.5,0.158,No
CUST100986,Female,75,Prepaid,Month-to-month,Yes,No,DSL,No,No,No,No,65,UPI,South,574.9,37299.88,2,36.6,0.368,No
CUST100987,Male,52,Prepaid,Two year,Yes,Yes,Fiber,No,Yes,No,Yes,12,Wallet,East,889.67,10811.13,2,117.1,0.338,No
CUST100988,Male,72,Postpaid,Month-to-month,Yes,No,DSL,No,No,No,No,6,BankTransfer,East,675.38,4122.74,2,19.0,0.71,Yes
CUST100989,Female,53,Postpaid,Two year,Yes,Yes,DSL,No,Yes,No,Yes,19,Wallet,North,535.79,10242.94,0,30.1,0.37,No
CUST100990,Male,21,Prepaid,One year,Yes,Yes,Fiber,No,Yes,No,None,69,Card,East,876.01,60588.13,0,127.8,0.044,No
CUST100991,Female,47,Postpaid,One year,No,No,Fiber,Yes,Yes,No,None,51,UPI,South,989.41,50525.12,0,120.8,0.112,No
CUST100992,Male,69,Postpaid,Month-to-month,Yes,Yes,DSL,No,No,No,None,34,Card,South,602.35,20176.05,1,30.9,0.532,No
CUST100993,Male,59,Postpaid,Month-to-month,Yes,No,Fiber,Yes,Yes,Yes,No,21,Wallet,West,1016.5,21357.43,4,115.1,0.608,No
CUST100994,Female,26,Postpaid,One year,Yes,Yes,DSL,Yes,Yes,Yes,No,14,Wallet,East,654.26,8936.63,0,16.8,0.449,No
CUST100995,Female,31,Prepaid,One year,Yes,No,None,No,No,None,Yes,27,UPI,West,150.0,4176.66,0,6.8,0.312,No
CUST100996,Female,71,Postpaid,Month-to-month,No,No,Fiber,Yes,Yes,Yes,No,69,Card,West,1101.1,75662.21,2,110.7,0.195,Yes
CUST100997,Male,79,Postpaid,One year,Yes,No,None,No,Yes,Yes,No,68,UPI,East,270.01,18354.47,1,14.5,0.187,No
CUST100998,Female,65,Postpaid,Month-to-month,Yes,No,DSL,No,None,No,Yes,71,Wallet,North,675.53,47974.2,2,38.4,0.223,No
CUST100999,Female,24,Postpaid,Two year,Yes,Yes,DSL,No,No,No,Yes,51,UPI,South,596.43,30188.53,2,46.7,0.262,No
CUST101000,Female,57,Postpaid,One year,Yes,Yes,DSL,None,No,No,No,42,BankTransfer,East,617.76,25929.7,1,26.2,0.226,No
CUST101001,Female,70,Prepaid,Month-to-month,Yes,No,Fiber,No,Yes,Yes,No,7,BankTransfer,North,992.42,7100.49,4,119.6,0.553,Yes
CUST101002,Female,58,Postpaid,Two year,Yes,No,None,None,No,No,No,43,Card,West,150.0,6338.67,0,1.0,0.241,Yes
CUST101003,Female,55,Prepaid,Two year,Yes,No,Fiber,No,Yes,Yes,No,52,BankTransfer,North,860.8,44819.5,2,114.5,0.101,No
CUST101004,Male,47,Prepaid,One year,Yes,No,Fiber,No,No,Yes,None,30,Card,East,978.93,29469.43,2,119.9,0.139,No
CUST101005,Female,33,Postpaid,Month-to-month,No,Yes,DSL,No,No,Yes,Yes,57,Wallet,North,728.22,41295.06,3,30.8,0.37,No
CUST101006,Female,35,Postpaid,One year,Yes,Yes,Fiber,No,None,No,No,43,Card,East,929.99,39997.83,2,116.2,0.247,No
CUST101007,Female,64,Postpaid,One year,Yes,No,DSL,No,No,No,No,66,UPI,East,554.39,36547.57,1,23.7,0.093,Yes
CUST101008,Female,22,Postpaid,Month-to-month,Yes,No,DSL,None,Yes,Yes,No,7,Card,South,660.46,4620.25,2,32.4,0.733,Yes
CUST101009,Female,23,Postpaid,Two year,Yes,No,Fiber,No,No,None,Yes,50,Card,North,907.58,45058.18,2,117.0,0.118,No
CUST101010,Male,42,Postpaid,Month-to-month,Yes,No,Fiber,None,No,None,No,25,BankTransfer,South,1066.62,26384.03,4,133.1,0.399,No
CUST101011,Female,66,Postpaid,Two year,Yes,No,DSL,No,No,Yes,No,6,BankTransfer,South,566.48,3642.89,0,32.5,0.38,Yes
CUST101012,Male,59,Prepaid,One year,Yes,No,Fiber,Yes,No,No,No,22,Wallet,North,1012.64,22429.34,0,114.7,0.202,No
CUST101013,Male,55,Postpaid,Month-to-month,Yes,Yes,Fiber,Yes,No,No,Yes,55,UPI,North,1053.05,57961.77,2,130.8,0.176,No
CUST101014,Female,51,Prepaid,Two year,Yes,No,DSL,No,Yes,No,Yes,13,Card,West,470.72,6299.69,2,19.9,0.528,Yes
CUST101015,Female,24,Prepaid,Month-to-month,Yes,Yes,Fiber,Yes,No,No,No,47,Card,South,1046.93,48940.53,4,116.1,0.455,No
CUST101016,Male,38,Prepaid,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,14,UPI,North,625.73,8714.82,1,19.5,0.64,Yes
CUST101017,Male,23,Postpaid,Month-to-month,Yes,No,DSL,No,No,Yes,Yes,33,Card,North,600.36,19747.67,2,27.5,0.471,Yes
CUST101018,Male,65,Postpaid,Month-to-month,Yes,Yes,DSL,No,No,No,None,10,UPI,East,635.16,6197.56,1,43.7,0.621,Yes
CUST101019,Male,65,Postpaid,One year,No,Yes,DSL,Yes,No,Yes,Yes,55,Card,South,580.75,31714.51,3,31.9,0.205,No
CUST101020,Male,34,Postpaid,Month-to-month,Yes,No,Fiber,No,Yes,Yes,No,63,Wallet,North,1117.08,70639.27,2,102.7,0.179,No
CUST101021,Male,36,Postpaid,Two year,Yes,No,DSL,No,No,No,Yes,38,Card,North,603.67,22813.59,2,26.2,0.275,No
CUST101022,Female,37,Prepaid,Two year,No,Yes,None,No,No,Yes,Yes,28,BankTransfer,North,150.0,4290.13,1,7.7,0.392,No
CUST101023,Female,74,Postpaid,One year,Yes,No,DSL,No,Yes,No,No,68,UPI,East,559.61,38119.93,0,32.9,0.127,No
CUST101024,Female,48,Postpaid,Month-to-month,No,No,None,Yes,No,No,None,69,UPI,West,321.24,22374.64,1,3.3,0.243,No
CUST101025,Male,66,Postpaid,One year,No,No,Fiber,None,Yes,Yes,No,68,UPI,West,974.98,66445.47,0,127.7,0.036,No
CUST101026,Male,46,Prepaid,Month-to-month,Yes,No,DSL,None,No,None,No,57,Wallet,South,645.93,36756.5,1,35.9,0.24,No
CUST101027,Male,61,Prepaid,One year,No,No,None,No,No,Yes,No,16,BankTransfer,South,150.0,2146.98,2,3.5,0.474,No
CUST101028,Female,51,Postpaid,Month-to-month,Yes,No,DSL,Yes,No,No,No,11,Card,South,679.61,7654.18,1,32.4,0.688,Yes
CUST101029,Male,35,Prepaid,Two year,Yes,No,None,No,Yes,Yes,No,32,Card,East,150.0,5044.38,0,3.6,0.155,Yes
CUST101030,Male,73,Prepaid,Month-to-month,No,No,Fiber,None,Yes,Yes,No,41,BankTransfer,West,1083.83,44929.66,2,120.6,0.293,No
CUST101031,Male,62,Postpaid,Month-to-month,Yes,No,DSL,No,No,None,No,14,UPI,West,600.42,8601.48,2,31.9,0.675,No
CUST101032,Female,66,Prepaid,Two year,Yes,Yes,Fiber,None,Yes,None,Yes,10,BankTransfer,West,878.15,8653.74,0,130.2,0.254,No
CUST101033,Male,77,Prepaid,Month-to-month,Yes,No,Fiber,None,None,No,No,24,UPI,East,1079.17,25798.29,2,124.7,0.427,No
CUST101034,Male,33,Postpaid,Two year,Yes,No,DSL,No,No,Yes,No,25,BankTransfer,North,537.3,13017.22,0,30.0,0.361,No
CUST101035,Female,23,Postpaid,Two year,No,Yes,None,Yes,No,No,No,16,UPI,West,150.0,2237.66,2,1.0,0.469,No
CUST101036,Female,54,Postpaid,Month-to-month,Yes,No,DSL,Yes,Yes,Yes,No,33,UPI,North,725.58,23690.37,1,36.6,0.501,Yes
CUST101037,Male,38,Prepaid,Month-to-month,Yes,No,DSL,Yes,None,None,No,37,Wallet,North,650.73,24194.62,1,33.2,0.318,No
CUST101038,Male,45,Prepaid,Month-to-month,Yes,Yes,DSL,Yes,No,Yes,No,7,UPI,West,669.79,4880.04,2,29.0,0.672,Yes
CUST101039,Female,32,Postpaid,One year,Yes,No,Fiber,Yes,No,Yes,None,0,Card,South,1057.33,451.63,0,117.0,0.341,No
CUST101040,Female,43,Postpaid,Two year,No,No,DSL,No,No,Yes,No,2,UPI,North,475.29,1568.05,1,30.7,0.47,No
CUST101041,Female,42,Prepaid,Month-to-month,Yes,No,DSL,No,Yes,Yes,No,57,Card,South,604.55,34509.11,2,23.3,0.29,No
CUST101042,Male,40,Postpaid,One year,Yes,No,Fiber,Yes,None,None,No,58,Card,East,956.19,55342.46,2,105.6,0.099,No
CUST101043,Male,64,Postpaid,Month-to-month,Yes,Yes,Fiber,No,Yes,No,Yes,11,UPI,North,1093.49,11950.18,2,135.7,0.494,Yes
CUST101044,Female,55,Postpaid,One year,Yes,No,DSL,None,No,Yes,No,68,Card,South,649.21,44007.81,0,46.0,0.094,No
CUST101045,Male,47,Prepaid,One year,Yes,No,DSL,Yes,None,Yes,No,20,UPI,South,422.16,8911.94,0,31.5,0.32,Yes
CUST101046,Male,25,Prepaid,Two year,Yes,No,None,Yes,No,Yes,Yes,65,UPI,South,150.0,9195.95,2,10.4,0.177,No
CUST101047,Female,53,Prepaid,Month-to-month,Yes,No,Fiber,No,None,No,No,12,Card,North,923.45,11405.45,2,117.9,0.49,Yes
CUST101048,Female,29,Prepaid,Month-to-month,No,Yes,Fiber,None,Yes,No,Yes,59,Card,East,983.8,57857.53,2,125.2,0.231,No
CUST101049,Male,37,Postpaid,Month-to-month,Yes,Yes,DSL,No,No,Yes,Yes,25,BankTransfer,South,678.35,16880.51,1,31.2,0.595,Yes
CUST101050,Female,44,Postpaid,Month-to-month,Yes,No,DSL,Yes,No,No,No,57,Wallet,South,756.97,42631.24,1,32.1,0.323,Yes
CUST101051,Male,26,Postpaid,Month-to-month,Yes,Yes,DSL,No,No,No,No,5,Card,West,610.48,3263.4,1,20.4,0.669,Yes
CUST101052,Female,42,Postpaid,Two year,No,No,Fiber,No,No,None,No,41,Card,North,1065.44,43841.67,0,138.0,0.137,No
CUST101053,Female,34,Prepaid,Month-to-month,Yes,No,None,Yes,No,No,No,62,Wallet,East,251.87,15397.27,1,1.0,0.386,No
CUST101054,Male,71,Prepaid,Month-to-month,Yes,Yes,DSL,No,No,Yes,Yes,9,BankTransfer,South,653.69,6104.72,2,38.6,0.57,No
CUST101055,Female,72,Prepaid,One year,No,Yes,None,No,Yes,Yes,Yes,30,Wallet,South,181.29,5621.7,0,1.0,0.298,Yes
CUST101056,Male,18,Prepaid,Month-to-month,No,No,Fiber,Yes,No,None,Yes,65,Card,East,954.81,61956.61,2,100.5,0.174,No
CUST101057,Female,55,Postpaid,Month-to-month,Yes,Yes,DSL,None,Yes,Yes,No,67,Wallet,West,645.89,42864.15,1,39.7,0.182,No
CUST101058,Male,58,Postpaid,Two year,Yes,No,Fiber,Yes,No,Yes,No,36,BankTransfer,West,894.27,32149.9,2,121.9,0.154,No
CUST101059,Male,41,Postpaid,Month-to-month,Yes,Yes,DSL,No,Yes,No,No,3,Card,West,707.56,2331.01,3,16.6,0.764,Yes
CUST101060,Female,47,Postpaid,Month-to-month,Yes,No,DSL,No,No,No,Yes,68,UPI,North,629.89,42649.53,3,36.9,0.344,No
CUST101061,Female,67,Postpaid,Month-to-month,Yes,No,DSL,Yes,None,No,No,12,Card,South,664.38,8188.82,3,26.7,0.631,Yes
CUST101062,Male,41,Prepaid,Month-to-month,Yes,No,DSL,No,None,No,None,29,UPI,West,591.73,16988.04,2,48.5,0.502,Yes
CUST101063,Female,22,Postpaid,Month-to-month,Yes,No,DSL,Yes,No,Yes,None,61,UPI,West,746.45,45515.34,2,16.2,0.305,Yes
CUST101064,Female,41,Prepaid,Month-to-month,Yes,Yes,DSL,Yes,Yes,No,No,8,Card,South,594.54,4609.02,1,24.0,0.721,Yes
CUST101065,Male,33,Postpaid,Month-to-month,No,No,DSL,Yes,No,None,Yes,33,Wallet,South,619.94,20489.32,2,38.5,0.491,No
CUST101066,Female,42,Postpaid,Two year,Yes,Yes,DSL,None,No,Yes,Yes,45,Wallet,South,569.02,25770.15,0,26.1,0.242,No
CUST101067,Female,32,Prepaid,Month-to-month,Yes,Yes,Fiber,None,Yes,Yes,No,4,Wallet,East,1021.82,4413.43,2,112.2,0.563,Yes
CUST101068,Male,27,Prepaid,Month-to-month,Yes,Yes,DSL,Yes,None,None,No,35,Card,East,695.14,24371.57,2,32.6,0.392,Yes
CUST101069,Male,80,Prepaid,Month-to-month,Yes,No,Fiber,No,Yes,Yes,No,3,BankTransfer,North,1040.32,2809.21,2,131.3,0.486,No
CUST101070,Female,26,Postpaid,Two year,Yes,No,Fiber,None,No,No,Yes,47,Wallet,North,958.65,45182.96,0,119.8,0.143,No
CUST101071,Male,62,Prepaid,Month-to-month,Yes,Yes,Fiber,No,No,Yes,None,65,Card,West,1068.9,69418.93,2,118.2,0.183,No
CUST101072,Female,63,Prepaid,Two year,Yes,No,None,Yes,None,No,No,14,UPI,South,150.0,2036.14,0,1.0,0.534,No
CUST101073,Female,56,Prepaid,Month-to-month,Yes,No,Fiber,No,No,No,None,19,Card,West,1064.6,20248.56,2,115.8,0.536,Yes
CUST101074,Male,75,Postpaid,Two year,Yes,Yes,Fiber,No,Yes,No,None,9,BankTransfer,West,980.41,8935.53,0,109.2,0.246,No
CUST101075,Male,18,Postpaid,Month-to-month,Yes,Yes,DSL,Yes,No,No,No,29,UPI,West,658.6,19016.69,3,42.6,0.47,No
CUST101076,Female,37,Postpaid,Month-to-month,Yes,Yes,DSL,No,None,Yes,No,0,Wallet,South,614.96,116.19,2,37.4,0.771,Yes
CUST101077,Male,29,Prepaid,Month-to-month,Yes,Yes,DSL,No,No,No,No,65,UPI,East,616.16,40131.35,2,17.4,0.365,Yes
CUST101078,Male,54,Prepaid,Month-to-month,Yes,No,DSL,No,Yes,No,Yes,6,BankTransfer,East,524.69,3264.48,3,24.6,0.738,Yes
CUST101079,Female,58,Postpaid,One year,Yes,No,None,No,No,No,Yes,48,Card,North,158.16,7767.65,0,12.8,0.134,No
CUST101080,Female,74,Prepaid,One year,Yes,No,DSL,No,No,No,No,23,UPI,South,525.27,11639.95,2,36.8,0.35,Yes
CUST101081,Female,41,Prepaid,One year,Yes,No,Fiber,No,Yes,None,No,56,Wallet,South,1009.92,56476.97,0,119.3,0.081,No
CUST101082,Female,32,Postpaid,Month-to-month,Yes,Yes,DSL,No,No,Yes,No,3,BankTransfer,North,667.45,1971.81,3,27.8,0.792,Yes
CUST101083,Female,76,Prepaid,One year,No,No,DSL,Yes,No,Yes,Yes,34,Wallet,South,632.73,21463.01,0,30.3,0.211,No
CUST101084,Male,60,Prepaid,Month-to-month,Yes,No,Fiber,No,No,No,No,6,UPI,South,1048.61,6118.43,4,115.8,0.682,Yes
CUST101085,Female,66,Postpaid,Two year,Yes,Yes,DSL,No,Yes,No,No,50,UPI,West,463.56,23047.51,0,41.1,0.179,No
CUST101086,Female,46,Postpaid,One year,Yes,No,None,No,Yes,Yes,No,14,Wallet,West,252.42,3638.13,0,12.3,0.441,No
CUST101087,Female,46,Prepaid,Month-to-month,Yes,Yes,DSL,No,No,None,Yes,42,Card,East,677.22,28535.4,4,33.2,0.558,No
CUST101088,Female,42,Prepaid,Two year,Yes,No,DSL,No,Yes,No,No,29,BankTransfer,West,411.21,11931.6,1,19.4,0.221,No
CUST101089,Male,65,Postpaid,Month-to-month,Yes,No,DSL,No,Yes,No,None,12,BankTransfer,North,711.39,8335.88,3,24.2,0.731,Yes
CUST101090,Female,31,Prepaid,Month-to-month,Yes,No,None,No,No,No,No,14,BankTransfer,East,297.32,4334.39,2,1.0,0.658,No
CUST101091,Male,79,Prepaid,Month-to-month,No,No,Fiber,No,Yes,No,No,41,UPI,North,917.96,37793.84,4,116.6,0.386,No
CUST101092,Female,29,Postpaid,One year,Yes,No,Fiber,No,No,No,Yes,15,UPI,South,941.25,14341.23,0,122.1,0.156,No
CUST101093,Male,47,Postpaid,Month-to-month,Yes,No,DSL,No,None,Yes,No,67,Card,East,722.66,48261.9,1,46.1,0.141,No
CUST101094,Male,37,Postpaid,Month-to-month,No,No,Fiber,None,No,No,None,55,Wallet,West,1066.34,59374.1,4,122.0,0.294,No
CUST101095,Male,58,Prepaid,One year,Yes,Yes,Fiber,No,Yes,No,Yes,25,UPI,South,1019.37,25528.26,2,106.5,0.219,No
CUST101096,Female,60,Prepaid,Month-to-month,Yes,No,Fiber,Yes,Yes,No,No,28,UPI,East,1072.86,29888.6,2,127.1,0.24,No
CUST101097,Female,75,Postpaid,One year,Yes,No,DSL,No,No,No,Yes,36,Card,North,637.26,23417.15,0,16.8,0.221,No
CUST101098,Male,67,Postpaid,Month-to-month,Yes,No,Fiber,Yes,No,Yes,No,58,UPI,East,1134.2,65933.12,2,124.8,0.18,No
CUST101099,Male,33,Prepaid,Month-to-month,No,No,None,No,None,No,No,30,Card,North,184.89,5587.25,3,1.0,0.665,Yes
CUST101100,Male,31,Postpaid,Two year,Yes,Yes,None,None,No,Yes,No,29,UPI,South,150.0,4414.71,0,11.0,0.287,No
CUST101101,Male,73,Prepaid,Month-to-month,Yes,No,Fiber,Yes,No,No,None,50,BankTransfer,South,1123.15,56413.98,2,125.5,0.199,No
CUST101102,Female,48,Postpaid,One year,Yes,Yes,DSL,Yes,No,No,No,18,UPI,North,578.33,10460.38,0,32.0,0.333,No
CUST101103,Male,24,Postpaid,One year,Yes,Yes,DSL,Yes,No,No,Yes,45,Card,East,650.56,28930.26,0,19.8,0.25,Yes
CUST101104,Male,69,Postpaid,Two year,Yes,No,DSL,None,Yes,No,No,28,BankTransfer,East,535.96,15003.28,1,24.0,0.366,No
CUST101105,Male,58,Postpaid,Month-to-month,Yes,Yes,Fiber,No,No,Yes,Yes,34,UPI,West,1037.54,35456.27,2,125.3,0.35,Yes
CUST101106,Male,19,Postpaid,One year,Yes,No,DSL,No,Yes,No,None,56,Card,West,546.5,30594.44,1,32.0,0.238,No
CUST101107,Female,67,Prepaid,Month-to-month,Yes,No,DSL,Yes,No,Yes,Yes,3,Card,South,653.51,1763.5,1,48.4,0.641,Yes
CUST101108,Female,56,Prepaid,Month-to-month,No,No,Fiber,Yes,No,No,No,47,BankTransfer,East,1091.07,51273.02,2,121.6,0.278,No
CUST101109,Male,56,Postpaid,Month-to-month,No,Yes,DSL,Yes,No,Yes,No,19,Wallet,South,700.34,13479.31,2,38.0,0.464,No
CUST101110,Female,72,Prepaid,Month-to-month,Yes,Yes,DSL,No,Yes,No,No,0,BankTransfer,South,638.6,255.2,1,26.2,0.715,Yes
CUST101111,Male,49,Prepaid,Month-to-month,Yes,No,Fiber,Yes,None,Yes,No,22,Wallet,West,968.47,21084.5,2,111.6,0.339,No
CUST101112,Male,47,Prepaid,Month-to-month,Yes,Yes,Fiber,None,No,Yes,No,56,UPI,West,1025.94,57217.16,2,131.6,0.157,No
CUST101113,Male,56,Postpaid,Month-to-month,No,No,Fiber,No,No,No,No,53,UPI,South,1084.92,57488.98,4,113.0,0.273,No
CUST101114,Male,30,Postpaid,One year,Yes,No,None,None,No,No,Yes,18,BankTransfer,West,151.91,2595.81,0,1.0,0.38,No
CUST101115,Male,27,Postpaid,Month-to-month,Yes,Yes,DSL,No,No,Yes,No,28,UPI,East,697.61,19417.44,4,16.7,0.633,No
CUST101116,Female,71,Prepaid,Month-to-month,Yes,No,Fiber,No,No,No,Yes,63,BankTransfer,North,991.46,62408.23,2,123.7,0.146,No
CUST101117,Female,31,Prepaid,Month-to-month,No,Yes,DSL,Yes,Yes,No,No,27,UPI,East,606.29,16523.05,1,23.3,0.56,No
CUST101118,Female,49,Postpaid,Month-to-month,No,Yes,Fiber,No,No,No,No,18,Card,South,1114.61,19894.21,2,104.9,0.485,Yes
CUST101119,Male,35,Prepaid,One year,Yes,No,DSL,No,None,No,No,32,Card,North,625.89,19795.23,2,49.2,0.298,Yes
CUST101120,Male,32,Prepaid,Two year,Yes,Yes,Fiber,Yes,No,Yes,Yes,57,Card,South,971.53,55229.4,2,98.2,0.125,No
CUST101121,Male,55,Prepaid,Month-to-month,No,Yes,DSL,None,No,Yes,No,31,Card,West,618.9,18883.33,2,25.9,0.515,No
CUST101122,Male,68,Postpaid,One year,Yes,No,Fiber,Yes,None,Yes,No,37,UPI,East,1023.45,37878.17,0,136.2,0.14,No
CUST101123,Male,45,Prepaid,Month-to-month,Yes,No,DSL,Yes,Yes,None,None,52,Card,North,657.77,34225.86,3,30.6,0.405,No
CUST101124,Female,26,Prepaid,Two year,Yes,No,Fiber,No,None,Yes,Yes,62,Card,North,927.48,57705.76,2,144.6,0.118,No
CUST101125,Female,33,Prepaid,Month-to-month,Yes,No,DSL,No,No,Yes,No,48,Card,South,632.46,30146.36,3,37.8,0.447,Yes
CUST101126,Female,28,Prepaid,Month-to-month,No,No,DSL,Yes,Yes,Yes,No,29,UPI,North,690.93,20061.54,3,18.2,0.657,Yes
CUST101127,Female,73,Prepaid,Month-to-month,Yes,No,DSL,None,No,No,None,55,BankTransfer,North,595.49,32818.94,1,37.5,0.272,No
CUST101128,Female,38,Postpaid,Month-to-month,Yes,No,None,Yes,No,No,No,56,UPI,East,219.11,11960.56,1,1.0,0.358,No
CUST101129,Female,41,Prepaid,One year,Yes,Yes,DSL,No,No,No,Yes,15,UPI,South,563.87,8501.87,0,27.5,0.439,Yes
CUST101130,Male,22,Prepaid,Month-to-month,Yes,No,DSL,Yes,Yes,No,None,50,BankTransfer,East,610.62,30582.26,2,20.0,0.415,Yes
CUST101131,Female,46,Postpaid,Month-to-month,No,No,Fiber,Yes,No,No,No,54,BankTransfer,East,1172.05,63265.11,4,113.5,0.276,Yes
CUST101132,Female,75,Postpaid,Month-to-month,Yes,Yes,Fiber,No,No,None,No,22,Wallet,North,1052.94,22908.41,4,127.2,0.546,Yes
CUST101133,Female,43,Prepaid,Two year,Yes,No,Fiber,No,No,No,No,21,UPI,West,947.92,19891.1,0,110.9,0.295,No
CUST101134,Female,59,Prepaid,One year,Yes,No,DSL,No,No,None,None,49,UPI,West,569.9,27533.86,1,10.6,0.176,No
CUST101135,Male,29,Prepaid,Two year,Yes,No,DSL,Yes,No,None,No,0,Wallet,North,426.28,65.04,1,34.1,0.473,No
CUST101136,Female,27,Postpaid,Two year,No,Yes,DSL,Yes,No,Yes,No,21,UPI,North,575.92,12242.65,1,27.5,0.376,No
CUST101137,Male,64,Prepaid,Two year,Yes,No,DSL,None,Yes,No,No,46,UPI,West,463.67,21285.03,1,39.2,0.183,No
CUST101138,Female,22,Prepaid,Month-to-month,Yes,Yes,Fiber,Yes,No,No,Yes,33,BankTransfer,East,1146.4,38087.09,2,112.3,0.352,Yes
CUST101139,Female,46,Postpaid,Month-to-month,No,No,Fiber,No,Yes,No,Yes,0,Card,West,1036.8,0.0,2,130.2,0.48,Yes
CUST101140,Female,37,Prepaid,Month-to-month,Yes,No,DSL,Yes,No,No,No,9,BankTransfer,North,580.15,5075.75,2,37.1,0.708,Yes
CUST101141,Male,19,Prepaid,Month-to-month,Yes,No,None,Yes,None,No,No,7,BankTransfer,West,150.0,994.29,1,10.2,0.654,Yes
CUST101142,Female,51,Prepaid,One year,Yes,No,None,Yes,No,Yes,Yes,38,UPI,South,150.0,6152.72,3,1.0,0.38,Yes
CUST101143,Female,78,Postpaid,Month-to-month,No,No,DSL,Yes,No,No,No,3,Card,East,712.61,2080.99,2,29.4,0.709,No
CUST101144,Male,22,Postpaid,Month-to-month,Yes,No,None,No,Yes,Yes,Yes,55,UPI,North,224.72,12788.27,3,14.0,0.347,Yes
CUST101145,Male,69,Postpaid,One year,Yes,Yes,DSL,No,No,No,None,44,BankTransfer,East,622.04,27362.06,1,24.5,0.214,Yes
CUST101146,Female,51,Postpaid,Month-to-month,Yes,Yes,None,No,No,Yes,No,36,UPI,South,289.2,10249.76,3,1.0,0.661,No
CUST101147,Female,63,Prepaid,Month-to-month,Yes,Yes,None,Yes,None,No,None,15,Wallet,North,177.52,3053.38,1,1.0,0.561,No
CUST101148,Female,24,Postpaid,Month-to-month,Yes,No,Fiber,No,No,No,No,13,Card,West,1070.35,13951.49,2,110.5,0.474,Yes
CUST101149,Female,72,Postpaid,One year,Yes,Yes,Fiber,No,Yes,Yes,None,59,BankTransfer,North,949.22,55945.17,0,113.9,0.048,No
CUST101150,Male,18,Postpaid,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,44,Card,South,719.25,31819.2,2,15.6,0.498,No
CUST101151,Female,75,Postpaid,Month-to-month,Yes,No,DSL,Yes,No,No,No,26,UPI,North,585.2,15464.66,2,37.7,0.589,No
CUST101152,Male,59,Prepaid,Month-to-month,Yes,No,DSL,Yes,No,Yes,None,15,Wallet,East,663.16,9831.15,2,36.1,0.519,Yes
CUST101153,Female,39,Prepaid,One year,Yes,Yes,Fiber,Yes,Yes,No,No,24,UPI,South,910.21,22025.4,2,110.9,0.217,No
CUST101154,Male,18,Postpaid,Month-to-month,Yes,No,DSL,No,No,Yes,None,21,UPI,West,682.13,14279.41,1,25.7,0.517,No
CUST101155,Female,56,Prepaid,Month-to-month,Yes,Yes,Fiber,Yes,Yes,Yes,None,37,Wallet,East,1049.59,38638.6,4,111.3,0.384,No
CUST101156,Male,23,Postpaid,Two year,Yes,Yes,DSL,No,Yes,No,Yes,19,UPI,West,553.36,10372.36,1,34.9,0.406,Yes
CUST101157,Female,56,Prepaid,Two year,No,No,Fiber,No,None,Yes,No,56,UPI,North,999.39,55731.45,0,110.0,0.084,No
CUST101158,Male,66,Prepaid,Month-to-month,No,No,None,No,No,No,Yes,4,Card,East,205.41,839.06,2,1.0,0.733,No
CUST101159,Male,34,Postpaid,Month-to-month,No,Yes,DSL,Yes,Yes,Yes,None,50,UPI,West,607.87,30411.65,2,31.0,0.297,No
CUST101160,Female,33,Postpaid,Month-to-month,Yes,Yes,DSL,No,None,Yes,None,0,BankTransfer,West,784.94,228.45,1,21.5,0.725,Yes
CUST101161,Male,31,Postpaid,One year,Yes,Yes,DSL,No,None,No,No,15,UPI,East,614.87,9396.73,0,46.8,0.393,Yes
CUST101162,Female,32,Prepaid,Month-to-month,Yes,No,None,None,None,No,Yes,68,Card,West,234.01,15831.91,3,1.0,0.334,Yes
CUST101163,Female,25,Postpaid,Two year,Yes,Yes,Fiber,Yes,No,None,No,55,Card,North,1058.48,58177.79,2,127.3,0.067,No
CUST101164,Female,33,Postpaid,One year,Yes,Yes,Fiber,Yes,None,Yes,Yes,71,Card,North,931.07,65976.17,0,128.8,0.061,No
CUST101165,Male,59,Postpaid,Month-to-month,Yes,No,Fiber,No,Yes,No,No,36,Wallet,South,1072.39,38627.98,2,106.0,0.422,Yes
CUST101166,Male,37,Postpaid,Month-to-month,Yes,Yes,Fiber,Yes,None,No,None,10,Wallet,South,1022.33,10179.14,2,117.4,0.534,Yes
CUST101167,Male,67,Postpaid,Two year,Yes,No,DSL,Yes,No,No,No,72,UPI,West,541.19,38975.61,2,21.3,0.173,Yes
CUST101168,Female,69,Prepaid,One year,Yes,No,Fiber,None,Yes,No,No,55,BankTransfer,North,875.12,48424.04,2,129.1,0.108,No
